track,artist,date,est_time,ist_time,iso_time,genre,length_ms
Spring's Melody,Torby Brand,2024-12-16,2024-12-16 15:13:14.316000-05:00,2024-12-17 01:43:14.316000+05:30,2024-12-16T20:13:14.316Z,anime piano,147.079
Kabira (Encore),"Pritam, Harshdeep Kaur, Arijit Singh",2024-12-16,2024-12-16 15:17:21.190000-05:00,2024-12-17 01:47:21.190000+05:30,2024-12-16T20:17:21.190Z,"filmi, indian instrumental, modern bollywood",270.438
Igloo,KISS OF LIFE,2024-12-16,2024-12-16 18:01:15.489000-05:00,2024-12-17 04:31:15.489000+05:30,2024-12-16T23:01:15.489Z,"5th gen k-pop, k-pop girl group",131.786
1-800-hot-n-fun,LE SSERAFIM,2024-12-16,2024-12-16 18:04:09.436000-05:00,2024-12-17 04:34:09.436000+05:30,2024-12-16T23:04:09.436Z,k-pop girl group,173.431
Bloom,BOL4,2024-12-16,2024-12-16 18:07:19.312000-05:00,2024-12-17 04:37:19.312000+05:30,2024-12-16T23:07:19.312Z,k-pop,189.335
해야 (HEYA),IVE,2024-12-16,2024-12-16 18:10:29.458000-05:00,2024-12-17 04:40:29.458000+05:30,2024-12-16T23:10:29.458Z,k-pop girl group,189.68
EASY,LE SSERAFIM,2024-12-16,2024-12-16 18:13:14.521000-05:00,2024-12-17 04:43:14.521000+05:30,2024-12-16T23:13:14.521Z,k-pop girl group,164.545
DRIP,BABYMONSTER,2024-12-16,2024-12-16 18:16:15.865000-05:00,2024-12-17 04:46:15.865000+05:30,2024-12-16T23:16:15.865Z,5th gen k-pop,180.845
Algorithm,CHUNG HA,2024-12-16,2024-12-16 18:18:43.789000-05:00,2024-12-17 04:48:43.789000+05:30,2024-12-16T23:18:43.789Z,k-pop,147.443
ABCD,NAYEON,2024-12-16,2024-12-16 18:21:27.138000-05:00,2024-12-17 04:51:27.138000+05:30,2024-12-16T23:21:27.138Z,k-pop,162.84
UP - KARINA Solo,aespa,2024-12-16,2024-12-16 18:24:14.262000-05:00,2024-12-17 04:54:14.262000+05:30,2024-12-16T23:24:14.262Z,k-pop girl group,166.64
Imaginary Friend,ITZY,2024-12-16,2024-12-16 18:27:37.198000-05:00,2024-12-17 04:57:37.198000+05:30,2024-12-16T23:27:37.198Z,"k-pop, k-pop girl group",202.429
Illusion,aespa,2024-12-16,2024-12-16 18:30:52.749000-05:00,2024-12-17 05:00:52.749000+05:30,2024-12-16T23:30:52.749Z,k-pop girl group,195.053
O.O,NMIXX,2024-12-16,2024-12-16 18:33:46.181000-05:00,2024-12-17 05:03:46.181000+05:30,2024-12-16T23:33:46.181Z,"k-pop, k-pop girl group",172.936
Dopamine - GISELLE Solo,aespa,2024-12-16,2024-12-16 18:37:00.768000-05:00,2024-12-17 05:07:00.768000+05:30,2024-12-16T23:37:00.768Z,k-pop girl group,194.093
Goodbye Winter,DAY6,2024-12-16,2024-12-16 18:40:08.602000-05:00,2024-12-17 05:10:08.602000+05:30,2024-12-16T23:40:08.602Z,"k-pop, k-pop boy group",187.32
1-800-hot-n-fun,LE SSERAFIM,2024-12-17,2024-12-17 18:44:41.780000-05:00,2024-12-18 05:14:41.780000+05:30,2024-12-17T23:44:41.780Z,k-pop girl group,173.431
Bloom,BOL4,2024-12-17,2024-12-17 18:47:51.654000-05:00,2024-12-18 05:17:51.654000+05:30,2024-12-17T23:47:51.654Z,k-pop,189.335
해야 (HEYA),IVE,2024-12-17,2024-12-17 18:47:56.633000-05:00,2024-12-18 05:17:56.633000+05:30,2024-12-17T23:47:56.633Z,k-pop girl group,189.68
해야 (HEYA),IVE,2024-12-18,2024-12-17 19:05:26.577000-05:00,2024-12-18 05:35:26.577000+05:30,2024-12-18T00:05:26.577Z,k-pop girl group,189.68
EASY,LE SSERAFIM,2024-12-18,2024-12-17 19:08:11.619000-05:00,2024-12-18 05:38:11.619000+05:30,2024-12-18T00:08:11.619Z,k-pop girl group,164.545
DRIP,BABYMONSTER,2024-12-18,2024-12-17 19:11:12.955000-05:00,2024-12-18 05:41:12.955000+05:30,2024-12-18T00:11:12.955Z,5th gen k-pop,180.845
Algorithm,CHUNG HA,2024-12-18,2024-12-17 19:13:40.914000-05:00,2024-12-18 05:43:40.914000+05:30,2024-12-18T00:13:40.914Z,k-pop,147.443
ABCD,NAYEON,2024-12-18,2024-12-17 19:16:22.733000-05:00,2024-12-18 05:46:22.733000+05:30,2024-12-18T00:16:22.733Z,k-pop,162.84
Bags,Clairo,2024-12-18,2024-12-18 00:44:26.480000-05:00,2024-12-18 11:14:26.480000+05:30,2024-12-18T05:44:26.480Z,"bedroom pop, indie pop, pov: indie",260.519
Close To You,Gracie Abrams,2024-12-18,2024-12-18 00:48:12.979000-05:00,2024-12-18 11:18:12.979000+05:30,2024-12-18T05:48:12.979Z,alt z,225.973
Igloo,KISS OF LIFE,2024-12-18,2024-12-18 00:50:25.283000-05:00,2024-12-18 11:20:25.283000+05:30,2024-12-18T05:50:25.283Z,"5th gen k-pop, k-pop girl group",131.786
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2024-12-18,2024-12-18 00:52:53.755000-05:00,2024-12-18 11:22:53.755000+05:30,2024-12-18T05:52:53.755Z,"belgian pop, g-house",147.973
ABCD,NAYEON,2024-12-18,2024-12-18 00:55:37.110000-05:00,2024-12-18 11:25:37.110000+05:30,2024-12-18T05:55:37.110Z,k-pop,162.84
DRIP,BABYMONSTER,2024-12-18,2024-12-18 00:58:38.421000-05:00,2024-12-18 11:28:38.421000+05:30,2024-12-18T05:58:38.421Z,5th gen k-pop,180.845
The Line (from the series Arcane League of Legends),"Twenty One Pilots, Arcane, League of Legends",2024-12-18,2024-12-18 01:36:06.901000-05:00,2024-12-18 12:06:06.901000+05:30,2024-12-18T06:36:06.901Z,,192.0
Heavy Is the Crown,Linkin Park,2024-12-18,2024-12-18 01:38:54.475000-05:00,2024-12-18 12:08:54.475000+05:30,2024-12-18T06:38:54.475Z,"alternative metal, nu metal, post-grunge, rap metal, rock",167.012
Remember Me (Intro) (from the series Arcane League of Legends),"Arcane, d4vd",2024-12-18,2024-12-18 13:51:48.897000-05:00,2024-12-19 00:21:48.897000+05:30,2024-12-18T18:51:48.897Z,,100.106
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2024-12-18,2024-12-18 13:53:43.823000-05:00,2024-12-19 00:23:43.823000+05:30,2024-12-18T18:53:43.823Z,,119.16
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2024-12-18,2024-12-18 16:10:26.108000-05:00,2024-12-19 02:40:26.108000+05:30,2024-12-18T21:10:26.108Z,,119.16
The Exit,Conan Gray,2024-12-18,2024-12-18 16:25:01.954000-05:00,2024-12-19 02:55:01.954000+05:30,2024-12-18T21:25:01.954Z,"bedroom pop, pop, pov: indie",221.054
The Exit,Conan Gray,2024-12-18,2024-12-18 16:35:35.209000-05:00,2024-12-19 03:05:35.209000+05:30,2024-12-18T21:35:35.209Z,"bedroom pop, pop, pov: indie",221.054
Forgetting You,DAVICHI,2024-12-18,2024-12-18 16:39:26.675000-05:00,2024-12-19 03:09:26.675000+05:30,2024-12-18T21:39:26.675Z,"k-pop, korean pop",192.43
My Love,LeeHi,2024-12-18,2024-12-18 16:43:08.095000-05:00,2024-12-19 03:13:08.095000+05:30,2024-12-18T21:43:08.095Z,k-pop,220.929
Wind,Jung Seung Hwan,2024-12-18,2024-12-18 17:04:49.407000-05:00,2024-12-19 03:34:49.407000+05:30,2024-12-18T22:04:49.407Z,korean pop,217.989
Will Be Back,Sunhae Im,2024-12-18,2024-12-18 17:08:15.820000-05:00,2024-12-19 03:38:15.820000+05:30,2024-12-18T22:08:15.820Z,"classical soprano, korean classical performance",205.946
Can You Hear My Heart,"Epik High, LeeHi",2024-12-18,2024-12-18 17:12:24.461000-05:00,2024-12-19 03:42:24.461000+05:30,2024-12-18T22:12:24.461Z,"k-pop, k-rap, korean old school hip hop",248.143
This is Mine,LEE SEUNG YOON,2024-12-18,2024-12-18 17:14:22.443000-05:00,2024-12-19 03:44:22.443000+05:30,2024-12-18T22:14:22.443Z,korean singer-songwriter,200.307
"Sooraj Dooba Hain (From ""Roy"")","Arijit Singh, Aditi Singh Sharma",2024-12-19,2024-12-19 15:47:05.605000-05:00,2024-12-20 02:17:05.605000+05:30,2024-12-19T20:47:05.605Z,"filmi, modern bollywood",264.854
2016 World Championship Theme,League of Legends,2024-12-19,2024-12-19 15:52:04.710000-05:00,2024-12-20 02:22:04.710000+05:30,2024-12-19T20:52:04.710Z,"speedrun, video game music",195.796
1-800-hot-n-fun,LE SSERAFIM,2024-12-19,2024-12-19 15:54:58.615000-05:00,2024-12-20 02:24:58.615000+05:30,2024-12-19T20:54:58.615Z,k-pop girl group,173.431
ABCD,NAYEON,2024-12-19,2024-12-19 15:57:41.992000-05:00,2024-12-20 02:27:41.992000+05:30,2024-12-19T20:57:41.992Z,k-pop,162.84
Love You With All My Heart,Crush,2024-12-19,2024-12-19 16:01:46.658000-05:00,2024-12-20 02:31:46.658000+05:30,2024-12-19T21:01:46.658Z,"k-pop, korean r&b",244.186
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2024-12-19,2024-12-19 16:04:15.147000-05:00,2024-12-20 02:34:15.147000+05:30,2024-12-19T21:04:15.147Z,"belgian pop, g-house",147.973
Dopamine - GISELLE Solo,aespa,2024-12-19,2024-12-19 16:07:29.749000-05:00,2024-12-20 02:37:29.749000+05:30,2024-12-19T21:07:29.749Z,k-pop girl group,194.093
Bloom,BOL4,2024-12-19,2024-12-19 16:10:39.593000-05:00,2024-12-20 02:40:39.593000+05:30,2024-12-19T21:10:39.593Z,k-pop,189.335
Igloo,KISS OF LIFE,2024-12-19,2024-12-19 16:12:51.851000-05:00,2024-12-20 02:42:51.851000+05:30,2024-12-19T21:12:51.851Z,"5th gen k-pop, k-pop girl group",131.786
Lost,Maroon 5,2024-12-19,2024-12-19 16:15:44.963000-05:00,2024-12-20 02:45:44.963000+05:30,2024-12-19T21:15:44.963Z,pop,172.597
Choo Lo,The Local Train,2024-12-19,2024-12-19 16:17:16.053000-05:00,2024-12-20 02:47:16.053000+05:30,2024-12-19T21:17:16.053Z,"hindi indie, indian indie, indian rock, new delhi indie",233.63
"Prélude in E minor, Op. 28, No. 4","Frédéric Chopin, Janusz Olejniczak",2024-12-20,2024-12-20 01:33:34.379000-05:00,2024-12-20 12:03:34.379000+05:30,2024-12-20T06:33:34.379Z,"classical, early romantic era, polish classical",146.76
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","Ludwig van Beethoven, Paul Lewis",2024-12-20,2024-12-20 01:38:57.083000-05:00,2024-12-20 12:08:57.083000+05:30,2024-12-20T06:38:57.083Z,"classical, classical era, early romantic era, german romanticism",315.426
"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""","Ludwig van Beethoven, Igor Levit",2024-12-20,2024-12-20 02:38:36.035000-05:00,2024-12-20 13:08:36.035000+05:30,2024-12-20T07:38:36.035Z,"classical, classical era, early romantic era, german romanticism",212.066
Мало тебя,SEREBRO,2024-12-21,2024-12-21 01:19:33.912000-05:00,2024-12-21 11:49:33.912000+05:30,2024-12-21T06:19:33.912Z,russian pop,225.46
End of Beginning,Djo,2024-12-21,2024-12-21 01:22:13.698000-05:00,2024-12-21 11:52:13.698000+05:30,2024-12-21T06:22:13.698Z,"pov: indie, psychedelic pop",159.245
Don't Leave,"Tom Frane, RJ Pasin",2024-12-21,2024-12-21 01:25:15.987000-05:00,2024-12-21 11:55:15.987000+05:30,2024-12-21T06:25:15.987Z,,181.8
Kabira (Encore),"Pritam, Harshdeep Kaur, Arijit Singh",2024-12-21,2024-12-21 01:29:46.936000-05:00,2024-12-21 11:59:46.936000+05:30,2024-12-21T06:29:46.936Z,"filmi, indian instrumental, modern bollywood",270.438
That’s So True,Gracie Abrams,2024-12-21,2024-12-21 01:32:33.634000-05:00,2024-12-21 12:02:33.634000+05:30,2024-12-21T06:32:33.634Z,alt z,166.3
To My Youth,BOL4,2024-12-21,2024-12-21 01:38:03.905000-05:00,2024-12-21 12:08:03.905000+05:30,2024-12-21T06:38:03.905Z,k-pop,222.68
Igloo,KISS OF LIFE,2024-12-21,2024-12-21 14:43:49.904000-05:00,2024-12-22 01:13:49.904000+05:30,2024-12-21T19:43:49.904Z,"5th gen k-pop, k-pop girl group",131.786
1-800-hot-n-fun,LE SSERAFIM,2024-12-21,2024-12-21 14:46:43.823000-05:00,2024-12-22 01:16:43.823000+05:30,2024-12-21T19:46:43.823Z,k-pop girl group,173.431
EASY,LE SSERAFIM,2024-12-21,2024-12-21 16:34:51.387000-05:00,2024-12-22 03:04:51.387000+05:30,2024-12-21T21:34:51.387Z,k-pop girl group,164.545
ABCD,NAYEON,2024-12-21,2024-12-21 16:37:34.722000-05:00,2024-12-22 03:07:34.722000+05:30,2024-12-21T21:37:34.722Z,k-pop,162.84
Bloom,BOL4,2024-12-21,2024-12-21 16:40:44.552000-05:00,2024-12-22 03:10:44.552000+05:30,2024-12-21T21:40:44.552Z,k-pop,189.335
Algorithm,CHUNG HA,2024-12-21,2024-12-21 16:43:12.515000-05:00,2024-12-22 03:13:12.515000+05:30,2024-12-21T21:43:12.515Z,k-pop,147.443
해야 (HEYA),IVE,2024-12-22,2024-12-21 22:27:55.266000-05:00,2024-12-22 08:57:55.266000+05:30,2024-12-22T03:27:55.266Z,k-pop girl group,189.68
DRIP,BABYMONSTER,2024-12-22,2024-12-21 22:28:50.342000-05:00,2024-12-22 08:58:50.342000+05:30,2024-12-22T03:28:50.342Z,5th gen k-pop,180.845
2016 World Championship Theme,League of Legends,2024-12-22,2024-12-22 02:32:09.517000-05:00,2024-12-22 13:02:09.517000+05:30,2024-12-22T07:32:09.517Z,"speedrun, video game music",195.796
1-800-hot-n-fun,LE SSERAFIM,2024-12-22,2024-12-22 02:35:03.448000-05:00,2024-12-22 13:05:03.448000+05:30,2024-12-22T07:35:03.448Z,k-pop girl group,173.431
ABCD,NAYEON,2024-12-22,2024-12-22 02:37:46.792000-05:00,2024-12-22 13:07:46.792000+05:30,2024-12-22T07:37:46.792Z,k-pop,162.84
Love You With All My Heart,Crush,2024-12-22,2024-12-22 02:41:51.466000-05:00,2024-12-22 13:11:51.466000+05:30,2024-12-22T07:41:51.466Z,"k-pop, korean r&b",244.186
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2024-12-22,2024-12-22 02:44:19.953000-05:00,2024-12-22 13:14:19.953000+05:30,2024-12-22T07:44:19.953Z,"belgian pop, g-house",147.973
Dopamine - GISELLE Solo,aespa,2024-12-22,2024-12-22 02:47:34.535000-05:00,2024-12-22 13:17:34.535000+05:30,2024-12-22T07:47:34.535Z,k-pop girl group,194.093
Bloom,BOL4,2024-12-22,2024-12-22 02:50:44.359000-05:00,2024-12-22 13:20:44.359000+05:30,2024-12-22T07:50:44.359Z,k-pop,189.335
Igloo,KISS OF LIFE,2024-12-22,2024-12-22 02:52:56.671000-05:00,2024-12-22 13:22:56.671000+05:30,2024-12-22T07:52:56.671Z,"5th gen k-pop, k-pop girl group",131.786
Lost,Maroon 5,2024-12-22,2024-12-22 02:55:49.762000-05:00,2024-12-22 13:25:49.762000+05:30,2024-12-22T07:55:49.762Z,pop,172.597
Choo Lo,The Local Train,2024-12-22,2024-12-22 02:59:43.892000-05:00,2024-12-22 13:29:43.892000+05:30,2024-12-22T07:59:43.892Z,"hindi indie, indian indie, indian rock, new delhi indie",233.63
Мало тебя,SEREBRO,2024-12-22,2024-12-22 03:03:29.852000-05:00,2024-12-22 13:33:29.852000+05:30,2024-12-22T08:03:29.852Z,russian pop,225.46
Close To You,Gracie Abrams,2024-12-22,2024-12-22 03:07:16.312000-05:00,2024-12-22 13:37:16.312000+05:30,2024-12-22T08:07:16.312Z,alt z,225.973
To My Youth,BOL4,2024-12-22,2024-12-22 03:10:59.518000-05:00,2024-12-22 13:40:59.518000+05:30,2024-12-22T08:10:59.518Z,k-pop,222.68
One of the Drunks,Panic! At The Disco,2024-12-22,2024-12-22 03:14:19.010000-05:00,2024-12-22 13:44:19.010000+05:30,2024-12-22T08:14:19.010Z,pop,198.946
Let Her Go,Passenger,2024-12-22,2024-12-22 03:18:32.198000-05:00,2024-12-22 13:48:32.198000+05:30,2024-12-22T08:18:32.198Z,"folk-pop, neo mellow",252.733
Bags,Clairo,2024-12-22,2024-12-22 03:22:53.207000-05:00,2024-12-22 13:52:53.207000+05:30,2024-12-22T08:22:53.207Z,"bedroom pop, indie pop, pov: indie",260.519
Fucked Up,Bahari,2024-12-22,2024-12-22 03:26:33.637000-05:00,2024-12-22 13:56:33.637000+05:30,2024-12-22T08:26:33.637Z,"alt z, la pop",219.896
start//end,EDEN,2024-12-22,2024-12-22 03:32:08.071000-05:00,2024-12-22 14:02:08.071000+05:30,2024-12-22T08:32:08.071Z,indie poptimism,333.967
Gravity,EDEN,2024-12-22,2024-12-22 03:35:59.070000-05:00,2024-12-22 14:05:59.070000+05:30,2024-12-22T08:35:59.070Z,indie poptimism,230.511
That’s So True,Gracie Abrams,2024-12-22,2024-12-22 03:38:45.831000-05:00,2024-12-22 14:08:45.831000+05:30,2024-12-22T08:38:45.831Z,alt z,166.3
Igloo,KISS OF LIFE,2024-12-23,2024-12-22 21:00:11.279000-05:00,2024-12-23 07:30:11.279000+05:30,2024-12-23T02:00:11.279Z,"5th gen k-pop, k-pop girl group",131.786
1-800-hot-n-fun,LE SSERAFIM,2024-12-23,2024-12-22 21:03:05.203000-05:00,2024-12-23 07:33:05.203000+05:30,2024-12-23T02:03:05.203Z,k-pop girl group,173.431
EASY,LE SSERAFIM,2024-12-23,2024-12-22 21:05:50.245000-05:00,2024-12-23 07:35:50.245000+05:30,2024-12-23T02:05:50.245Z,k-pop girl group,164.545
ABCD,NAYEON,2024-12-23,2024-12-22 21:08:33.581000-05:00,2024-12-23 07:38:33.581000+05:30,2024-12-23T02:08:33.581Z,k-pop,162.84
Bloom,BOL4,2024-12-23,2024-12-22 21:11:43.422000-05:00,2024-12-23 07:41:43.422000+05:30,2024-12-23T02:11:43.422Z,k-pop,189.335
Algorithm,CHUNG HA,2024-12-23,2024-12-22 21:14:11.377000-05:00,2024-12-23 07:44:11.377000+05:30,2024-12-23T02:14:11.377Z,k-pop,147.443
해야 (HEYA),IVE,2024-12-23,2024-12-22 21:17:21.555000-05:00,2024-12-23 07:47:21.555000+05:30,2024-12-23T02:17:21.555Z,k-pop girl group,189.68
DRIP,BABYMONSTER,2024-12-23,2024-12-22 21:20:22.882000-05:00,2024-12-23 07:50:22.882000+05:30,2024-12-23T02:20:22.882Z,5th gen k-pop,180.845
UP - KARINA Solo,aespa,2024-12-23,2024-12-22 21:23:10.033000-05:00,2024-12-23 07:53:10.033000+05:30,2024-12-23T02:23:10.033Z,k-pop girl group,166.64
Imaginary Friend,ITZY,2024-12-23,2024-12-22 21:26:32.943000-05:00,2024-12-23 07:56:32.943000+05:30,2024-12-23T02:26:32.943Z,"k-pop, k-pop girl group",202.429
Illusion,aespa,2024-12-23,2024-12-22 21:26:47.541000-05:00,2024-12-23 07:56:47.541000+05:30,2024-12-23T02:26:47.541Z,k-pop girl group,195.053
Lock In (Feat. Destiny Rogers),"GEMINI, Destiny Rogers",2024-12-23,2024-12-22 23:41:00.832000-05:00,2024-12-23 10:11:00.832000+05:30,2024-12-23T04:41:00.832Z,korean r&b,150.773
Forgetting You,DAVICHI,2024-12-23,2024-12-23 02:49:36.777000-05:00,2024-12-23 13:19:36.777000+05:30,2024-12-23T07:49:36.777Z,"k-pop, korean pop",192.43
My Love,LeeHi,2024-12-23,2024-12-23 02:53:18.186000-05:00,2024-12-23 13:23:18.186000+05:30,2024-12-23T07:53:18.186Z,k-pop,220.929
Wind,Jung Seung Hwan,2024-12-23,2024-12-23 03:04:08.588000-05:00,2024-12-23 13:34:08.588000+05:30,2024-12-23T08:04:08.588Z,korean pop,217.989
Will Be Back,Sunhae Im,2024-12-23,2024-12-23 03:07:35.014000-05:00,2024-12-23 13:37:35.014000+05:30,2024-12-23T08:07:35.014Z,"classical soprano, korean classical performance",205.946
Can You Hear My Heart,"Epik High, LeeHi",2024-12-23,2024-12-23 03:11:43.678000-05:00,2024-12-23 13:41:43.678000+05:30,2024-12-23T08:11:43.678Z,"k-pop, k-rap, korean old school hip hop",248.143
This is Mine,LEE SEUNG YOON,2024-12-23,2024-12-23 03:15:04.489000-05:00,2024-12-23 13:45:04.489000+05:30,2024-12-23T08:15:04.489Z,korean singer-songwriter,200.307
사랑해요,김형섭,2024-12-23,2024-12-23 03:18:23.265000-05:00,2024-12-23 13:48:23.265000+05:30,2024-12-23T08:18:23.265Z,,198.321
I am firefly,Kim Ho Jeong,2024-12-23,2024-12-23 03:22:04.420000-05:00,2024-12-23 13:52:04.420000+05:30,2024-12-23T08:22:04.420Z,korean,220.613
시간의 상처,Kim So Yeon,2024-12-23,2024-12-23 03:26:42.256000-05:00,2024-12-23 13:56:42.256000+05:30,2024-12-23T08:26:42.256Z,,277.502
To Heaven,Jukjae,2024-12-23,2024-12-23 03:29:59.911000-05:00,2024-12-23 13:59:59.911000+05:30,2024-12-23T08:29:59.911Z,korean pop,197.0
Can't Go,BEN,2024-12-23,2024-12-23 03:33:32.395000-05:00,2024-12-23 14:03:32.395000+05:30,2024-12-23T08:33:32.395Z,pop,158.027
Dream,TAEYEON,2024-12-23,2024-12-23 03:37:31.607000-05:00,2024-12-23 14:07:31.607000+05:30,2024-12-23T08:37:31.607Z,k-pop,238.693
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2024-12-23,2024-12-23 04:23:27.605000-05:00,2024-12-23 14:53:27.605000+05:30,2024-12-23T09:23:27.605Z,,119.16
GODS,"League of Legends, NewJeans",2024-12-23,2024-12-23 04:27:08.992000-05:00,2024-12-23 14:57:08.992000+05:30,2024-12-23T09:27:08.992Z,"speedrun, video game music",220.878
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2024-12-23,2024-12-23 04:30:16.189000-05:00,2024-12-23 15:00:16.189000+05:30,2024-12-23T09:30:16.189Z,"belgian pop, g-house",147.973
Strangers,Roosevelt,2024-12-23,2024-12-23 04:30:24.513000-05:00,2024-12-23 15:00:24.513000+05:30,2024-12-23T09:30:24.513Z,"indie emo, nu disco, shiver pop",220.726
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2024-12-24,2024-12-23 19:41:51.652000-05:00,2024-12-24 06:11:51.652000+05:30,2024-12-24T00:41:51.652Z,,119.16
2016 World Championship Theme,League of Legends,2024-12-24,2024-12-23 19:45:07.940000-05:00,2024-12-24 06:15:07.940000+05:30,2024-12-24T00:45:07.940Z,"speedrun, video game music",195.796
1-800-hot-n-fun,LE SSERAFIM,2024-12-24,2024-12-23 19:48:01.849000-05:00,2024-12-24 06:18:01.849000+05:30,2024-12-24T00:48:01.849Z,k-pop girl group,173.431
Summertime Sadness,Lana Del Rey,2024-12-24,2024-12-24 00:26:46.617000-05:00,2024-12-24 10:56:46.617000+05:30,2024-12-24T05:26:46.617Z,"art pop, pop",264.773
That’s So True,Gracie Abrams,2024-12-24,2024-12-24 00:29:33.532000-05:00,2024-12-24 10:59:33.532000+05:30,2024-12-24T05:29:33.532Z,alt z,166.3
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2024-12-24,2024-12-24 04:21:17.818000-05:00,2024-12-24 14:51:17.818000+05:30,2024-12-24T09:21:17.818Z,,119.16
Appassionata,Bae Bo Ram,2024-12-24,2024-12-24 04:30:05.893000-05:00,2024-12-24 15:00:05.893000+05:30,2024-12-24T09:30:05.893Z,korean soundtrack,131.712
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2024-12-24,2024-12-24 04:32:34.393000-05:00,2024-12-24 15:02:34.393000+05:30,2024-12-24T09:32:34.393Z,"belgian pop, g-house",147.973
Empty Space,Lim Seung Beom,2024-12-24,2024-12-24 04:36:33.965000-05:00,2024-12-24 15:06:33.965000+05:30,2024-12-24T09:36:33.965Z,korean soundtrack,239.108
Spring's Melody,Torby Brand,2024-12-24,2024-12-24 04:39:01.561000-05:00,2024-12-24 15:09:01.561000+05:30,2024-12-24T09:39:01.561Z,anime piano,147.079
Kabira (Encore),"Pritam, Harshdeep Kaur, Arijit Singh",2024-12-24,2024-12-24 04:43:32.517000-05:00,2024-12-24 15:13:32.517000+05:30,2024-12-24T09:43:32.517Z,"filmi, indian instrumental, modern bollywood",270.438
"Good Luck, Babe!",Chappell Roan,2024-12-24,2024-12-24 04:47:11.423000-05:00,2024-12-24 15:17:11.423000+05:30,2024-12-24T09:47:11.423Z,indie pop,218.423
Close To You,Gracie Abrams,2024-12-24,2024-12-24 04:50:57.911000-05:00,2024-12-24 15:20:57.911000+05:30,2024-12-24T09:50:57.911Z,alt z,225.973
To My Youth,BOL4,2024-12-24,2024-12-24 04:54:41.089000-05:00,2024-12-24 15:24:41.089000+05:30,2024-12-24T09:54:41.089Z,k-pop,222.68
Choo Lo,The Local Train,2024-12-24,2024-12-24 04:58:35.215000-05:00,2024-12-24 15:28:35.215000+05:30,2024-12-24T09:58:35.215Z,"hindi indie, indian indie, indian rock, new delhi indie",233.63
in the dark,Bring Me The Horizon,2024-12-24,2024-12-24 05:03:06.904000-05:00,2024-12-24 15:33:06.904000+05:30,2024-12-24T10:03:06.904Z,"melodic metalcore, metalcore, modern rock, rock, uk metalcore",271.186
Payphone,"Maroon 5, Wiz Khalifa",2024-12-24,2024-12-24 05:06:58.565000-05:00,2024-12-24 15:36:58.565000+05:30,2024-12-24T10:06:58.565Z,pop,231.173
Remember That Night?,Sara Kays,2024-12-24,2024-12-24 05:10:46.307000-05:00,2024-12-24 15:40:46.307000+05:30,2024-12-24T10:10:46.307Z,"alt z, gen z singer-songwriter, modern indie pop",227.186
Wedding Dress,TAEYANG,2024-12-24,2024-12-24 05:11:43.981000-05:00,2024-12-24 15:41:43.981000+05:30,2024-12-24T10:11:43.981Z,"k-pop, korean r&b",242.746
Forgetting You,DAVICHI,2024-12-25,2024-12-24 20:17:10.758000-05:00,2024-12-25 06:47:10.758000+05:30,2024-12-25T01:17:10.758Z,"k-pop, korean pop",192.43
My Love,LeeHi,2024-12-25,2024-12-24 20:20:52.162000-05:00,2024-12-25 06:50:52.162000+05:30,2024-12-25T01:20:52.162Z,k-pop,220.929
Wind,Jung Seung Hwan,2024-12-25,2024-12-24 20:24:30.147000-05:00,2024-12-25 06:54:30.147000+05:30,2024-12-25T01:24:30.147Z,korean pop,217.989
Will Be Back,Sunhae Im,2024-12-25,2024-12-24 20:51:25.309000-05:00,2024-12-25 07:21:25.309000+05:30,2024-12-25T01:51:25.309Z,"classical soprano, korean classical performance",205.946
Can You Hear My Heart,"Epik High, LeeHi",2024-12-25,2024-12-24 20:55:33.824000-05:00,2024-12-25 07:25:33.824000+05:30,2024-12-25T01:55:33.824Z,"k-pop, k-rap, korean old school hip hop",248.143
This is Mine,LEE SEUNG YOON,2024-12-25,2024-12-24 20:58:54.770000-05:00,2024-12-25 07:28:54.770000+05:30,2024-12-25T01:58:54.770Z,korean singer-songwriter,200.307
사랑해요,김형섭,2024-12-25,2024-12-24 21:02:13.569000-05:00,2024-12-25 07:32:13.569000+05:30,2024-12-25T02:02:13.569Z,,198.321
I am firefly,Kim Ho Jeong,2024-12-25,2024-12-24 21:05:54.689000-05:00,2024-12-25 07:35:54.689000+05:30,2024-12-25T02:05:54.689Z,korean,220.613
