track,artist,date,est_time,ist_time,iso_time,genre,length_ms
Yellow,Coldplay,2025-05-16,2025-05-16 17:02:40.914000-04:00,2025-05-17 02:32:40.914000+05:30,2025-05-16T21:02:40.914Z,,266.773
everything i wanted - Sped Up,Kekz,2025-05-16,2025-05-16 17:06:24.622000-04:00,2025-05-17 02:36:24.622000+05:30,2025-05-16T21:06:24.622Z,,220.156
Headlock,Imogen Heap,2025-05-16,2025-05-16 17:10:00.647000-04:00,2025-05-17 02:40:00.647000+05:30,2025-05-16T21:10:00.647Z,,215.338
Москва,"DJ SMASH, Vintage",2025-05-16,2025-05-16 17:13:46.123000-04:00,2025-05-17 02:43:46.123000+05:30,2025-05-16T21:13:46.123Z,,224.761
People You Know - Sped Up,"Speed Up Unlimited, Nawrras Music, Phil Halo",2025-05-16,2025-05-16 17:16:06.172000-04:00,2025-05-17 02:46:06.172000+05:30,2025-05-16T21:16:06.172Z,,139.846
ATTITUDE,IVE,2025-05-16,2025-05-16 17:20:07.956000-04:00,2025-05-17 02:50:07.956000+05:30,2025-05-16T21:20:07.956Z,k-pop girl group,194.733
Choo Lo,The Local Train,2025-05-16,2025-05-16 17:28:16.991000-04:00,2025-05-17 02:58:16.991000+05:30,2025-05-16T21:28:16.991Z,"hindi indie, indian indie, indian rock, new delhi indie",233.63
Gravity,EDEN,2025-05-16,2025-05-16 17:32:07.902000-04:00,2025-05-17 03:02:07.902000+05:30,2025-05-16T21:32:07.902Z,indie poptimism,230.511
Remember That Night?,Sara Kays,2025-05-16,2025-05-16 17:35:55.386000-04:00,2025-05-17 03:05:55.386000+05:30,2025-05-16T21:35:55.386Z,"alt z, gen z singer-songwriter, modern indie pop",227.186
Bags,Clairo,2025-05-16,2025-05-16 17:58:18.221000-04:00,2025-05-17 03:28:18.221000+05:30,2025-05-16T21:58:18.221Z,"bedroom pop, indie pop, pov: indie",260.519
Wedding Dress,TAEYANG,2025-05-16,2025-05-16 19:59:51.266000-04:00,2025-05-17 05:29:51.266000+05:30,2025-05-16T23:59:51.266Z,"k-pop, korean r&b",242.746
Your Apartment,Wallows,2025-05-17,2025-05-16 20:05:53.542000-04:00,2025-05-17 05:35:53.542000+05:30,2025-05-17T00:05:53.542Z,pov: indie,198.707
in the dark,Bring Me The Horizon,2025-05-17,2025-05-16 20:10:25.357000-04:00,2025-05-17 05:40:25.357000+05:30,2025-05-17T00:10:25.357Z,"melodic metalcore, metalcore, modern rock, rock, uk metalcore",271.186
Dream,TAEYEON,2025-05-17,2025-05-16 20:15:35.545000-04:00,2025-05-17 05:45:35.545000+05:30,2025-05-17T00:15:35.545Z,k-pop,238.693
Reset (feat. Jinsil),"Tiger JK, Jinsil",2025-05-17,2025-05-16 20:19:39.920000-04:00,2025-05-17 05:49:39.920000+05:30,2025-05-17T00:19:39.920Z,"k-rap, soundtrack",242.952
To My Youth,BOL4,2025-05-17,2025-05-16 20:23:49.506000-04:00,2025-05-17 05:53:49.506000+05:30,2025-05-17T00:23:49.506Z,k-pop,222.68
Your Existence,Wonstein,2025-05-17,2025-05-16 20:43:35.524000-04:00,2025-05-17 06:13:35.524000+05:30,2025-05-17T00:43:35.524Z,,204.229
See The Light,Lim Hyunsik,2025-05-17,2025-05-16 20:46:38.517000-04:00,2025-05-17 06:16:38.517000+05:30,2025-05-17T00:46:38.517Z,k-ballad,182.521
Love You With All My Heart,Crush,2025-05-17,2025-05-16 20:50:43.334000-04:00,2025-05-17 06:20:43.334000+05:30,2025-05-17T00:50:43.334Z,"k-pop, korean r&b",244.186
Drawer,10CM,2025-05-17,2025-05-16 20:54:41.347000-04:00,2025-05-17 06:24:41.347000+05:30,2025-05-17T00:54:41.347Z,"indie korea, k-pop",237.266
Phase Me,WOOSUNG,2025-05-17,2025-05-16 20:57:15.713000-04:00,2025-05-17 06:27:15.713000+05:30,2025-05-17T00:57:15.713Z,"k-pop, korean ost",154.003
Once Again,"Mad Clown, Kim Na Young",2025-05-17,2025-05-16 21:01:44.296000-04:00,2025-05-17 06:31:44.296000+05:30,2025-05-17T01:01:44.296Z,"k-rap, k-ballad",235.727
You(=I),BOL4,2025-05-17,2025-05-16 21:04:34.001000-04:00,2025-05-17 06:34:34.001000+05:30,2025-05-17T01:04:34.001Z,k-pop,169.477
Christmas Tree,V,2025-05-17,2025-05-16 21:08:04.393000-04:00,2025-05-17 06:38:04.393000+05:30,2025-05-17T01:08:04.393Z,"j-division, korean ost",209.946
We Sink,SWAY,2025-05-17,2025-05-17 11:01:43.023000-04:00,2025-05-17 20:31:43.023000+05:30,2025-05-17T15:01:43.023Z,,206.97
Headlock,Imogen Heap,2025-05-18,2025-05-18 11:00:59.370000-04:00,2025-05-18 20:30:59.370000+05:30,2025-05-18T15:00:59.370Z,,215.338
greedy,Tate McRae,2025-05-18,2025-05-18 11:03:11.050000-04:00,2025-05-18 20:33:11.050000+05:30,2025-05-18T15:03:11.050Z,,131.872
Broken Roots,Michl,2025-05-18,2025-05-18 11:06:59.231000-04:00,2025-05-18 20:36:59.231000+05:30,2025-05-18T15:06:59.231Z,,226.0
People You Know - Sped Up,"Speed Up Unlimited, Nawrras Music, Phil Halo",2025-05-18,2025-05-18 11:09:38.167000-04:00,2025-05-18 20:39:38.167000+05:30,2025-05-18T15:09:38.167Z,,139.846
ATTITUDE,IVE,2025-05-18,2025-05-18 11:13:26.152000-04:00,2025-05-18 20:43:26.152000+05:30,2025-05-18T15:13:26.152Z,k-pop girl group,194.733
My Star,DOKO,2025-05-18,2025-05-18 13:43:27.613000-04:00,2025-05-18 23:13:27.613000+05:30,2025-05-18T17:43:27.613Z,soundtrack,235.56
My Star,DOKO,2025-05-18,2025-05-18 13:47:24.511000-04:00,2025-05-18 23:17:24.511000+05:30,2025-05-18T17:47:24.511Z,soundtrack,235.56
Shameless - Sped Up,Speedy Jack,2025-05-18,2025-05-18 17:13:58.041000-04:00,2025-05-19 02:43:58.041000+05:30,2025-05-18T21:13:58.041Z,,174.323
Counting Stars - Sped Up,Lomz,2025-05-18,2025-05-18 17:17:15.646000-04:00,2025-05-19 02:47:15.646000+05:30,2025-05-18T21:17:15.646Z,,197.224
Yes To Heaven - Nightcore,"neko, Tazzy",2025-05-18,2025-05-18 17:19:57.354000-04:00,2025-05-19 02:49:57.354000+05:30,2025-05-18T21:19:57.354Z,nightcore,160.98
Say Yes To Heaven,Lana Del Rey,2025-05-18,2025-05-18 17:23:49.619000-04:00,2025-05-19 02:53:49.619000+05:30,2025-05-18T21:23:49.619Z,"art pop, pop",209.156
Beauty And A Beat - Sped Up,DJ GreyttBlack,2025-05-18,2025-05-18 17:27:57.130000-04:00,2025-05-19 02:57:57.130000+05:30,2025-05-18T21:27:57.130Z,,187.71
middle of the night (sped up) - tiktok version,"sped up tiktok audios, creamy, 11:11 Music Group",2025-05-18,2025-05-18 17:30:34.814000-04:00,2025-05-19 03:00:34.814000+05:30,2025-05-18T21:30:34.814Z,,156.612
Dandelions - Sped Up,Lomz,2025-05-18,2025-05-18 17:33:31.619000-04:00,2025-05-19 03:03:31.619000+05:30,2025-05-18T21:33:31.619Z,,176.854
Beauty And A Beat - Sped Up,DJ GreyttBlack,2025-05-18,2025-05-18 17:39:39.331000-04:00,2025-05-19 03:09:39.331000+05:30,2025-05-18T21:39:39.331Z,,187.71
middle of the night (sped up) - tiktok version,"sped up tiktok audios, creamy, 11:11 Music Group",2025-05-18,2025-05-18 17:42:16.389000-04:00,2025-05-19 03:12:16.389000+05:30,2025-05-18T21:42:16.389Z,,156.612
:( (sad face),Bahari,2025-05-18,2025-05-18 19:08:43.949000-04:00,2025-05-19 04:38:43.949000+05:30,2025-05-18T23:08:43.949Z,"alt z, la pop",188.181
idfc x soap,Kekz,2025-05-18,2025-05-18 19:14:54.371000-04:00,2025-05-19 04:44:54.371000+05:30,2025-05-18T23:14:54.371Z,,285.257
Trap Royalty,very cool tutorials,2025-05-18,2025-05-18 19:17:27.831000-04:00,2025-05-19 04:47:27.831000+05:30,2025-05-18T23:17:27.831Z,,73.231
Dark Horse - Speed,"life illustrated, Annabelle Amélia",2025-05-18,2025-05-18 19:20:21.462000-04:00,2025-05-19 04:50:21.462000+05:30,2025-05-18T23:20:21.462Z,nightcore,173.417
People You Know - Sped Up,"Speed Up Unlimited, Nawrras Music, Phil Halo",2025-05-18,2025-05-18 19:22:42.167000-04:00,2025-05-19 04:52:42.167000+05:30,2025-05-18T23:22:42.167Z,,139.846
heat waves (sped up) // sometimes all i think about is you,"90degrees, eyeroze, Melodyz Town",2025-05-18,2025-05-18 19:25:43.680000-04:00,2025-05-19 04:55:43.680000+05:30,2025-05-18T23:25:43.680Z,,181.204
Shameless - Sped Up,Speedy Jack,2025-05-18,2025-05-18 19:28:38.384000-04:00,2025-05-19 04:58:38.384000+05:30,2025-05-18T23:28:38.384Z,,174.323
we don't talk anymore - sped up + reverb,"pearl, fast forward >>, Tazzy",2025-05-18,2025-05-18 19:31:40.388000-04:00,2025-05-19 05:01:40.388000+05:30,2025-05-18T23:31:40.388Z,,181.512
Let Me Down Slowly - Sped Up,Speedy Jack,2025-05-18,2025-05-18 19:34:29.252000-04:00,2025-05-19 05:04:29.252000+05:30,2025-05-18T23:34:29.252Z,,128.168
fire on fire - sped up,"90degrees, eyeroze, Melodyz Town",2025-05-18,2025-05-18 19:37:39.069000-04:00,2025-05-19 05:07:39.069000+05:30,2025-05-18T23:37:39.069Z,,198.431
Arcade (Sped Up - Duncan Laurence),"Scammacist, Nick Sterling, Sovara",2025-05-18,2025-05-18 19:40:16.356000-04:00,2025-05-19 05:10:16.356000+05:30,2025-05-18T23:40:16.356Z,,153.0
everything i wanted - Sped Up,Kekz,2025-05-18,2025-05-18 19:42:50.766000-04:00,2025-05-19 05:12:50.766000+05:30,2025-05-18T23:42:50.766Z,,220.156
stereo hearts (sped up),bbygirl,2025-05-18,2025-05-18 19:45:59.531000-04:00,2025-05-19 05:15:59.531000+05:30,2025-05-18T23:45:59.531Z,,191.622
viva la vida - sped up,"90degrees, Franklaay, Melodyz Town",2025-05-18,2025-05-18 19:49:29.797000-04:00,2025-05-19 05:19:29.797000+05:30,2025-05-18T23:49:29.797Z,,208.856
lovely - sped up,"Pacey, 90degrees",2025-05-18,2025-05-18 19:51:39.444000-04:00,2025-05-19 05:21:39.444000+05:30,2025-05-18T23:51:39.444Z,,130.312
RISE,"League of Legends, Mako, The Word Alive, The Glitch Mob",2025-05-19,2025-05-18 20:04:28.170000-04:00,2025-05-19 05:34:28.170000+05:30,2025-05-19T00:04:28.170Z,"speedrun, video game music",192.881
Still Here,"League of Legends, Forts, 2WEI, Tiffany Aris",2025-05-19,2025-05-18 20:08:35.796000-04:00,2025-05-19 05:38:35.796000+05:30,2025-05-19T00:08:35.796Z,,252.453
2016 World Championship Theme,League of Legends,2025-05-19,2025-05-18 20:12:45.515000-04:00,2025-05-19 05:42:45.515000+05:30,2025-05-19T00:12:45.515Z,"speedrun, video game music",195.796
The Line (from the series Arcane League of Legends),"Twenty One Pilots, Arcane, League of Legends",2025-05-19,2025-05-18 20:15:33.822000-04:00,2025-05-19 05:45:33.822000+05:30,2025-05-19T00:15:33.822Z,,192.0
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",2025-05-19,2025-05-18 20:18:18.306000-04:00,2025-05-19 05:48:18.306000+05:30,2025-05-19T00:18:18.306Z,,147.973
Ticking Away,"VALORANT, Grabbitz, bbno$",2025-05-19,2025-05-18 20:20:58.383000-04:00,2025-05-19 05:50:58.383000+05:30,2025-05-19T00:20:58.383Z,,205.27
Phoenix,"League of Legends, Cailin Russo, Chrissy Costanza",2025-05-19,2025-05-18 20:24:16.515000-04:00,2025-05-19 05:54:16.515000+05:30,2025-05-19T00:24:16.515Z,,197.633
Warriors,Imagine Dragons,2025-05-19,2025-05-18 20:27:06.983000-04:00,2025-05-19 05:57:06.983000+05:30,2025-05-19T00:27:06.983Z,"modern rock, pop, rock",171.04
Heavy Is the Crown,Linkin Park,2025-05-19,2025-05-18 20:29:54.465000-04:00,2025-05-19 05:59:54.465000+05:30,2025-05-19T00:29:54.465Z,"alternative metal, nu metal, post-grunge, rap metal, rock",167.012
Ignite - 2016 League Of Legends World Championship,Zedd,2025-05-19,2025-05-18 20:33:10.735000-04:00,2025-05-19 06:03:10.735000+05:30,2025-05-19T00:33:10.735Z,"complextro, edm, german techno, pop, pop dance",195.466
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2025-05-19,2025-05-18 20:35:09.952000-04:00,2025-05-19 06:05:09.952000+05:30,2025-05-19T00:35:09.952Z,,119.16
Legends Never Die,"League of Legends, Against The Current",2025-05-19,2025-05-18 20:39:05.710000-04:00,2025-05-19 06:09:05.710000+05:30,2025-05-19T00:39:05.710Z,,235.0
Awaken,"League of Legends, Valerie Broussard, Ray Chen",2025-05-19,2025-05-19 01:26:43.302000-04:00,2025-05-19 10:56:43.302000+05:30,2025-05-19T05:26:43.302Z,"speedrun, video game music",198.187
Broken Roots,Michl,2025-05-19,2025-05-19 01:30:44.211000-04:00,2025-05-19 11:00:44.211000+05:30,2025-05-19T05:30:44.211Z,,226.0
greedy,Tate McRae,2025-05-19,2025-05-19 01:32:57.495000-04:00,2025-05-19 11:02:57.495000+05:30,2025-05-19T05:32:57.495Z,,131.872
Loser (with LEE DO of ONEUS),"YongYong, LEE DO of ONEUS",2025-05-19,2025-05-19 01:36:26.130000-04:00,2025-05-19 11:06:26.130000+05:30,2025-05-19T05:36:26.130Z,"k-rap, k-rock",207.666
Bloom,BOL4,2025-05-19,2025-05-19 01:39:34.397000-04:00,2025-05-19 11:09:34.397000+05:30,2025-05-19T05:39:34.397Z,k-pop,189.335
Judas,Lady Gaga,2025-05-19,2025-05-19 01:44:01.471000-04:00,2025-05-19 11:14:01.471000+05:30,2025-05-19T05:44:01.471Z,"art pop, dance pop, pop",249.066
Close To You,Gracie Abrams,2025-05-19,2025-05-19 01:47:43.582000-04:00,2025-05-19 11:17:43.582000+05:30,2025-05-19T05:47:43.582Z,alt z,225.973
Москва,"DJ SMASH, Vintage",2025-05-19,2025-05-19 01:51:16.301000-04:00,2025-05-19 11:21:16.301000+05:30,2025-05-19T05:51:16.301Z,,224.761
ATTITUDE,IVE,2025-05-19,2025-05-19 01:54:30.718000-04:00,2025-05-19 11:24:30.718000+05:30,2025-05-19T05:54:30.718Z,k-pop girl group,194.733
ABCD,NAYEON,2025-05-19,2025-05-19 01:57:14.124000-04:00,2025-05-19 11:27:14.124000+05:30,2025-05-19T05:57:14.124Z,k-pop,162.84
Dark Horse - Speed,"life illustrated, Annabelle Amélia",2025-05-19,2025-05-19 10:07:45.255000-04:00,2025-05-19 19:37:45.255000+05:30,2025-05-19T14:07:45.255Z,nightcore,173.417
The Greatest - Sped Up,Speedy Jack,2025-05-19,2025-05-19 10:10:30.154000-04:00,2025-05-19 19:40:30.154000+05:30,2025-05-19T14:10:30.154Z,,118.725
idfc x soap - Sped Up,Kekz,2025-05-19,2025-05-19 10:17:32.387000-04:00,2025-05-19 19:47:32.387000+05:30,2025-05-19T14:17:32.387Z,,260.435
greedy sped up,Tate McRae,2025-05-19,2025-05-19 10:19:45.448000-04:00,2025-05-19 19:49:45.448000+05:30,2025-05-19T14:19:45.448Z,,119.871
Fucked Up,Bahari,2025-05-19,2025-05-19 10:23:25.678000-04:00,2025-05-19 19:53:25.678000+05:30,2025-05-19T14:23:25.678Z,"alt z, la pop",219.896
Animals - Speed,Ren,2025-05-19,2025-05-19 10:26:21.401000-04:00,2025-05-19 19:56:21.401000+05:30,2025-05-19T14:26:21.401Z,,175.285
I Wanna Be Yours - Instrumental Best Part,Lexz,2025-05-19,2025-05-19 10:27:38.335000-04:00,2025-05-19 19:57:38.335000+05:30,2025-05-19T14:27:38.335Z,,70.229
The Greatest - Sped Up,Speedy Jack,2025-05-19,2025-05-19 10:29:46.475000-04:00,2025-05-19 19:59:46.475000+05:30,2025-05-19T14:29:46.475Z,,118.725
No Lie - Sped Up,Lomz,2025-05-19,2025-05-19 10:33:21.728000-04:00,2025-05-19 20:03:21.728000+05:30,2025-05-19T14:33:21.728Z,,176.523
greedy sped up,Tate McRae,2025-05-19,2025-05-19 10:35:20.502000-04:00,2025-05-19 20:05:20.502000+05:30,2025-05-19T14:35:20.502Z,,119.871
Once Again,"Mad Clown, Kim Na Young",2025-05-19,2025-05-19 11:03:07.605000-04:00,2025-05-19 20:33:07.605000+05:30,2025-05-19T15:03:07.605Z,"k-rap, k-ballad",235.727
My Secret Friend,Every Single Day,2025-05-19,2025-05-19 11:07:01.144000-04:00,2025-05-19 20:37:01.144000+05:30,2025-05-19T15:07:01.144Z,soundtrack,244.106
My Star,DOKO,2025-05-19,2025-05-19 11:10:56.831000-04:00,2025-05-19 20:40:56.831000+05:30,2025-05-19T15:10:56.831Z,soundtrack,235.56
Headlock,Imogen Heap,2025-05-19,2025-05-19 11:39:57.969000-04:00,2025-05-19 21:09:57.969000+05:30,2025-05-19T15:39:57.969Z,,215.338
People You Know - Sped Up,"Speed Up Unlimited, Nawrras Music, Phil Halo",2025-05-19,2025-05-19 11:42:30.531000-04:00,2025-05-19 21:12:30.531000+05:30,2025-05-19T15:42:30.531Z,,139.846
Bags,Clairo,2025-05-19,2025-05-19 11:46:37.481000-04:00,2025-05-19 21:16:37.481000+05:30,2025-05-19T15:46:37.481Z,"bedroom pop, indie pop, pov: indie",260.519
greedy,Tate McRae,2025-05-19,2025-05-19 11:48:49.521000-04:00,2025-05-19 21:18:49.521000+05:30,2025-05-19T15:48:49.521Z,,131.872
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2025-05-19,2025-05-19 11:50:59.455000-04:00,2025-05-19 21:20:59.455000+05:30,2025-05-19T15:50:59.455Z,,119.16
See The Light,Lim Hyunsik,2025-05-19,2025-05-19 17:19:43.526000-04:00,2025-05-20 02:49:43.526000+05:30,2025-05-19T21:19:43.526Z,k-ballad,182.521
Once Again,"Mad Clown, Kim Na Young",2025-05-19,2025-05-19 17:23:44.002000-04:00,2025-05-20 02:53:44.002000+05:30,2025-05-19T21:23:44.002Z,"k-rap, k-ballad",235.727
My Secret Friend,Every Single Day,2025-05-19,2025-05-19 17:27:49.076000-04:00,2025-05-20 02:57:49.076000+05:30,2025-05-19T21:27:49.076Z,soundtrack,244.106
See The Light,Lim Hyunsik,2025-05-19,2025-05-19 17:30:51.683000-04:00,2025-05-20 03:00:51.683000+05:30,2025-05-19T21:30:51.683Z,k-ballad,182.521
Shameless - Sped Up,Speedy Jack,2025-05-19,2025-05-19 17:56:24.880000-04:00,2025-05-20 03:26:24.880000+05:30,2025-05-19T21:56:24.880Z,,174.323
we don't talk anymore - sped up + reverb,"pearl, fast forward >>, Tazzy",2025-05-19,2025-05-19 17:59:29.211000-04:00,2025-05-20 03:29:29.211000+05:30,2025-05-19T21:59:29.211Z,,181.512
The Greatest - Sped Up,Speedy Jack,2025-05-19,2025-05-19 18:01:26.304000-04:00,2025-05-20 03:31:26.304000+05:30,2025-05-19T22:01:26.304Z,,118.725
People You Know - Sped Up,"Speed Up Unlimited, Nawrras Music, Phil Halo",2025-05-19,2025-05-19 18:03:46.555000-04:00,2025-05-20 03:33:46.555000+05:30,2025-05-19T22:03:46.555Z,,139.846
idfc x soap - Sped Up,Kekz,2025-05-19,2025-05-19 18:08:15.489000-04:00,2025-05-20 03:38:15.489000+05:30,2025-05-19T22:08:15.489Z,,260.435
stereo hearts (sped up),bbygirl,2025-05-20,2025-05-19 22:23:19.138000-04:00,2025-05-20 07:53:19.138000+05:30,2025-05-20T02:23:19.138Z,,191.622
Broken Roots,Michl,2025-05-20,2025-05-19 22:27:22.260000-04:00,2025-05-20 07:57:22.260000+05:30,2025-05-20T02:27:22.260Z,,226.0
greedy,Tate McRae,2025-05-20,2025-05-19 22:29:34.177000-04:00,2025-05-20 07:59:34.177000+05:30,2025-05-20T02:29:34.177Z,,131.872
Once Again,"Mad Clown, Kim Na Young",2025-05-20,2025-05-19 22:33:45.720000-04:00,2025-05-20 08:03:45.720000+05:30,2025-05-20T02:33:45.720Z,"k-rap, k-ballad",235.727
1-800-hot-n-fun,LE SSERAFIM,2025-05-20,2025-05-19 23:35:02.260000-04:00,2025-05-20 09:05:02.260000+05:30,2025-05-20T03:35:02.260Z,k-pop girl group,173.431
DRIP,BABYMONSTER,2025-05-20,2025-05-20 10:42:42.531000-04:00,2025-05-20 20:12:42.531000+05:30,2025-05-20T14:42:42.531Z,5th gen k-pop,180.845
DRIP,BABYMONSTER,2025-05-20,2025-05-20 10:46:27.966000-04:00,2025-05-20 20:16:27.966000+05:30,2025-05-20T14:46:27.966Z,5th gen k-pop,180.845
Loser (with LEE DO of ONEUS),"YongYong, LEE DO of ONEUS",2025-05-20,2025-05-20 10:53:10.386000-04:00,2025-05-20 20:23:10.386000+05:30,2025-05-20T14:53:10.386Z,"k-rap, k-rock",207.666
Likey,TWICE,2025-05-20,2025-05-20 11:16:41.408000-04:00,2025-05-20 20:46:41.408000+05:30,2025-05-20T15:16:41.408Z,"k-pop, k-pop girl group, pop",207.813
Once Again,"Mad Clown, Kim Na Young",2025-05-20,2025-05-20 11:31:20.893000-04:00,2025-05-20 21:01:20.893000+05:30,2025-05-20T15:31:20.893Z,"k-rap, k-ballad",235.727
idfc x soap - Sped Up,Kekz,2025-05-20,2025-05-20 11:35:40.529000-04:00,2025-05-20 21:05:40.529000+05:30,2025-05-20T15:35:40.529Z,,260.435
The Greatest - Sped Up,Speedy Jack,2025-05-20,2025-05-20 13:08:22.052000-04:00,2025-05-20 22:38:22.052000+05:30,2025-05-20T17:08:22.052Z,,118.725
Dark Horse - Speed,"life illustrated, Annabelle Amélia",2025-05-20,2025-05-20 13:41:19.651000-04:00,2025-05-20 23:11:19.651000+05:30,2025-05-20T17:41:19.651Z,nightcore,173.417
greedy,Tate McRae,2025-05-20,2025-05-20 13:43:30.035000-04:00,2025-05-20 23:13:30.035000+05:30,2025-05-20T17:43:30.035Z,,131.872
Doubt,Twenty One Pilots,2025-05-20,2025-05-20 13:46:50.771000-04:00,2025-05-20 23:16:50.771000+05:30,2025-05-20T17:46:50.771Z,"modern rock, pop, pov: indie, rock",191.493
Lights,Ellie Goulding,2025-05-20,2025-05-20 13:53:11.938000-04:00,2025-05-20 23:23:11.938000+05:30,2025-05-20T17:53:11.938Z,"indietronica, metropopolis, pop, uk pop",245.853
Bloom,BOL4,2025-05-20,2025-05-20 13:56:23.002000-04:00,2025-05-20 23:26:23.002000+05:30,2025-05-20T17:56:23.002Z,k-pop,189.335
Bloom,BOL4,2025-05-21,2025-05-20 23:08:55.331000-04:00,2025-05-21 08:38:55.331000+05:30,2025-05-21T03:08:55.331Z,k-pop,189.335
Broken Roots,Michl,2025-05-21,2025-05-20 23:17:28.857000-04:00,2025-05-21 08:47:28.857000+05:30,2025-05-21T03:17:28.857Z,,226.0
greedy,Tate McRae,2025-05-22,2025-05-22 17:22:56.012000-04:00,2025-05-23 02:52:56.012000+05:30,2025-05-22T21:22:56.012Z,,131.872
Another Love - Sped Up,Speedy Jack,2025-05-22,2025-05-22 17:26:27.364000-04:00,2025-05-23 02:56:27.364000+05:30,2025-05-22T21:26:27.364Z,,187.069
Once Again,"Mad Clown, Kim Na Young",2025-05-22,2025-05-22 17:31:39.237000-04:00,2025-05-23 03:01:39.237000+05:30,2025-05-22T21:31:39.237Z,"k-rap, k-ballad",235.727
everything i wanted - Sped Up,Kekz,2025-05-22,2025-05-22 17:34:53.821000-04:00,2025-05-23 03:04:53.821000+05:30,2025-05-22T21:34:53.821Z,,220.156
Headlock,Imogen Heap,2025-05-22,2025-05-22 17:38:28.539000-04:00,2025-05-23 03:08:28.539000+05:30,2025-05-22T21:38:28.539Z,,215.338
Москва,"DJ SMASH, Vintage",2025-05-22,2025-05-22 17:42:14.033000-04:00,2025-05-23 03:12:14.033000+05:30,2025-05-22T21:42:14.033Z,,224.761
greedy,Tate McRae,2025-05-22,2025-05-22 17:44:42.903000-04:00,2025-05-23 03:14:42.903000+05:30,2025-05-22T21:44:42.903Z,,131.872
Bags,Clairo,2025-05-22,2025-05-22 17:49:03.752000-04:00,2025-05-23 03:19:03.752000+05:30,2025-05-22T21:49:03.752Z,"bedroom pop, indie pop, pov: indie",260.519
Headlock,Imogen Heap,2025-05-22,2025-05-22 17:52:39.664000-04:00,2025-05-23 03:22:39.664000+05:30,2025-05-22T21:52:39.664Z,,215.338
What Have They Done To Us (from the series Arcane League of Legends),"Arcane, Mako, Grey",2025-05-22,2025-05-22 17:54:39.689000-04:00,2025-05-23 03:24:39.689000+05:30,2025-05-22T21:54:39.689Z,,119.16
See The Light,Lim Hyunsik,2025-05-22,2025-05-22 17:57:42.285000-04:00,2025-05-23 03:27:42.285000+05:30,2025-05-22T21:57:42.285Z,k-ballad,182.521
Broken Roots,Michl,2025-05-22,2025-05-22 18:01:29.100000-04:00,2025-05-23 03:31:29.100000+05:30,2025-05-22T22:01:29.100Z,,226.0
Loser (with LEE DO of ONEUS),"YongYong, LEE DO of ONEUS",2025-05-22,2025-05-22 18:04:56.853000-04:00,2025-05-23 03:34:56.853000+05:30,2025-05-22T22:04:56.853Z,"k-rap, k-rock",207.666
Once Again,"Mad Clown, Kim Na Young",2025-05-22,2025-05-22 18:09:40.893000-04:00,2025-05-23 03:39:40.893000+05:30,2025-05-22T22:09:40.893Z,"k-rap, k-ballad",235.727
Ticking Away,"VALORANT, Grabbitz, bbno$",2025-05-23,2025-05-23 13:29:48.141000-04:00,2025-05-23 22:59:48.141000+05:30,2025-05-23T17:29:48.141Z,,205.27
GODS,"League of Legends, NewJeans",2025-05-23,2025-05-23 13:33:29.774000-04:00,2025-05-23 23:03:29.774000+05:30,2025-05-23T17:33:29.774Z,,220.878
FAKE LOVE,BTS,2025-05-23,2025-05-23 15:34:22.212000-04:00,2025-05-24 01:04:22.212000+05:30,2025-05-23T19:34:22.212Z,"k-pop, k-pop boy group, pop",242.333
O.O,NMIXX,2025-05-23,2025-05-23 18:52:10.650000-04:00,2025-05-24 04:22:10.650000+05:30,2025-05-23T22:52:10.650Z,"k-pop, k-pop girl group",172.936
Illusion,aespa,2025-05-23,2025-05-23 18:55:26.125000-04:00,2025-05-24 04:25:26.125000+05:30,2025-05-23T22:55:26.125Z,k-pop girl group,195.053
Bloom,BOL4,2025-05-23,2025-05-23 18:58:36.141000-04:00,2025-05-24 04:28:36.141000+05:30,2025-05-23T22:58:36.141Z,k-pop,189.335
EASY,LE SSERAFIM,2025-05-23,2025-05-23 19:01:20.797000-04:00,2025-05-24 04:31:20.797000+05:30,2025-05-23T23:01:20.797Z,k-pop girl group,164.545
Boy With Luv (feat. Halsey),"BTS, Halsey",2025-05-23,2025-05-23 19:05:12.638000-04:00,2025-05-24 04:35:12.638000+05:30,2025-05-23T23:05:12.638Z,k-pop,229.773
HANN (Alone in winter),i-dle,2025-05-23,2025-05-23 19:08:06.806000-04:00,2025-05-24 04:38:06.806000+05:30,2025-05-23T23:08:06.806Z,k-pop,175.04
Run Away,TZUYU,2025-05-23,2025-05-23 19:11:25.830000-04:00,2025-05-24 04:41:25.830000+05:30,2025-05-23T23:11:25.830Z,k-pop,198.32
해야 (HEYA),IVE,2025-05-23,2025-05-23 19:14:35.654000-04:00,2025-05-24 04:44:35.654000+05:30,2025-05-23T23:14:35.654Z,k-pop girl group,189.68
Goodbye Winter,DAY6,2025-05-23,2025-05-23 19:17:43.461000-04:00,2025-05-24 04:47:43.461000+05:30,2025-05-23T23:17:43.461Z,"k-pop, k-pop boy group",187.32
